Year,Program,ID#,Date,Time,Site/Captain,Lat,Long,Depth (m),Secchi (m),Water Temp at 1 meter (C),Water Sample Method,Total Microcystins (µg/L),Chlorophyll (µg/L),TSS (g/L),NVSS (g/L),AFDW (g/L),Nitrate+NO2 (µmol/L),Ammonium (µmol/L),Nitrite (µmol/L),DRP (µmol/L),Silicate (µmol/L),Nitrate (µmol/L),TP (µmol/L),TKN (µmol/L),TN (µmol/L),TN:TP (molar),Green algae-chla µg/l,Bluegreen algae-chla µg/l,Diatoms-chla µg/l,Cryptophytes-chla µg/l,Yellow substances µg/l,FluoroProbe total chla µg/l,Nitrate+NO2 (µg N/L),Ammonium (µg N/L),Nitrite (µg N/L),DRP (µg P/L),Silicate (µg Si/L),Nitrate (µg N/L),TP (µg P/L),TKN (µg N/L),TN (µg N/L),TN:TP (mass)
2013,Stone Lab,2013SL013,7/25/2013,,NBIW,41.75000,-82.88400,10.00,1.40,24.66,0-8 meter intergraded,0.14,18.67,0.00780,0.00280,0.00500,46.665,1.287,1.189,0.016,12.683,45.476,0.473,,,,,,,,,,653.64,18.03,16.65,0.50,356.21,636.98,14.65,,,
2013,Stone Lab,2013SL014,7/29/2013,,BIM,41.67000,-82.83000,9.14,2.27,22.78,0-8 meter intergraded,0.06,8.21,0.00440,0.00280,0.00160,32.250,4.053,0.667,0.053,13.902,31.584,0.604,,,,,,,,,,451.73,56.77,9.34,1.64,390.45,442.40,18.71,,,
2013,Stone Lab,2013SL016,8/9/2013,,KID,41.64333,-82.68848,14.49,0.95,22.65,0-8 meter intergraded,2.45,20.72,,,,21.336,0.972,0.736,0.000,15.110,20.601,0.817,,,,,,,,,,298.85,13.61,10.31,0.00,424.38,288.56,25.31,,,
2013,Stone Lab,2013SL017,8/9/2013,,SOFF,41.53282,-82.49430,13.18,2.40,22.08,0-8 meter intergraded,0.13,14.96,,,,14.525,0.697,0.568,0.010,11.688,13.957,0.478,,,,,,,,,,203.45,9.76,7.96,0.31,328.27,195.50,14.81,,,
2013,Stone Lab,2013SL018,8/9/2013,,SEB,41.47590,-82.76400,2.31,0.43,22.70,0-2 meter intergraded,1.09,112.59,,,,10.013,0.381,0.372,0.000,18.021,9.641,5.086,,,,,,,,,,140.25,5.34,5.21,0.00,506.14,135.04,157.53,,,
2013,Stone Lab,2013SL019,8/9/2013,,SBM,41.51500,-82.68200,4.81,0.85,22.46,0-2 meter intergraded,3.97,62.50,,,,33.790,2.020,0.650,0.051,2.940,33.140,1.826,,,,,,,,,,473.30,28.29,9.10,1.58,82.57,464.19,56.56,,,
2013,Stone Lab,2013SL020,8/9/2013,,GIW,41.64900,-82.90100,8.59,0.90,22.37,0-8 meter intergraded,0.51,14.45,,,,31.561,1.531,0.724,0.024,4.453,30.837,0.996,,,,,,,,,,442.07,21.44,10.14,0.74,125.07,431.93,30.85,,,
2013,Stone Lab,2013SL021,8/9/2013,,NBIW,41.75000,-82.88400,10.00,1.25,22.47,0-8 meter intergraded,0.13,9.42,,,,31.486,1.508,0.715,0.021,4.475,30.770,0.729,,,,,,,,,,441.02,21.12,10.02,0.65,125.68,431.00,22.58,,,
2013,Stone Lab,2013SL022,8/9/2013,,BIM,41.67000,-82.83000,9.14,1.40,22.43,0-8 meter intergraded,2.78,17.45,,,,31.334,2.393,0.682,0.046,2.727,30.652,0.913,,,,,,,,,,438.90,33.52,9.55,1.42,76.59,429.34,28.28,,,
2013,Stone Lab,2013SL024,8/17/2013,,BIM,41.67000,-82.83000,9.00,1.61,22.24,0-8 meter intergraded,1.04,22.50,0.00600,0.00040,0.00560,24.747,1.124,0.559,0.000,9.644,24.187,0.762,,,,,,,,,,346.63,15.74,7.83,0.00,270.86,338.79,23.60,,,
2013,Stone Lab,2013SL025,8/17/2013,,E3,41.72948,-83.12047,8.46,1.74,22.02,0-8 meter intergraded,3.97,11.85,0.00294,0.00059,0.00235,11.796,0.735,0.447,0.000,6.553,11.349,0.417,,,,,,,,,,165.23,10.30,6.26,0.00,184.05,158.97,12.92,,,
2013,Stone Lab,2013SL026,8/17/2013,,E4,41.69824,-83.01027,8.73,2.15,21.99,0-8 meter intergraded,1.87,14.53,0.00568,0.00284,0.00284,16.718,0.708,0.563,0.000,0.998,16.155,0.271,,,,,,,,,,234.17,9.92,7.89,0.00,28.03,226.28,8.39,,,
2013,Stone Lab,2013SL027,8/17/2013,,E5,41.63796,-82.84350,,1.50,,0-8 meter intergraded,1.58,11.79,0.00480,0.00140,0.00340,27.800,1.075,0.519,0.013,8.663,27.280,0.624,,,,,,,,,,389.39,15.06,7.27,0.40,243.31,382.11,19.33,,,
2013,Stone Lab,2013SL028,8/17/2013,,E6,41.68337,-82.79817,,1.54,,0-8 meter intergraded,1.99,25.04,0.00583,0.00183,0.00400,23.539,0.268,0.588,0.000,10.763,22.951,0.660,,,,,,,,,,329.71,3.75,8.24,0.00,302.29,321.47,20.44,,,
2013,Stone Lab,2013SL030,8/20/2013,,KID,41.64333,-82.68848,15.50,2.16,22.44,0-8 meter intergraded,0.39,10.94,0.00387,0.00133,0.00253,20.817,1.454,0.583,0.000,12.008,20.234,0.854,,,,,,,,,,291.58,20.37,8.17,0.00,337.26,283.42,26.45,,,
2013,Stone Lab,2013SL031,8/20/2013,,SOFF,41.53282,-82.49430,13.30,2.75,22.30,0-8 meter intergraded,0.18,13.18,0.00307,0.00040,0.00267,6.990,0.690,0.513,0.000,9.511,6.476,0.477,,,,,,,,,,97.91,9.66,7.19,0.00,267.13,90.71,14.77,,,
2013,Stone Lab,2013SL032,8/20/2013,,SEB,41.47590,-82.76400,2.50,0.47,23.19,0-2 meter intergraded,0.92,81.53,0.02720,0.01320,0.01400,0.000,0.482,0.043,0.011,10.525,0.000,2.291,,,,,,,,,,0.00,6.75,0.60,0.34,295.61,0.00,70.96,,,
2013,Stone Lab,2013SL033,8/20/2013,,SBM,41.51500,-82.68200,4.00,0.62,22.96,0-2 meter intergraded,1.02,58.06,0.01933,0.00800,0.01133,0.000,0.408,0.031,0.006,16.424,0.000,4.046,,,,,,,,,,0.00,5.71,0.43,0.19,461.28,0.00,125.32,,,
2013,Stone Lab,2013SL034,8/20/2013,,GIW,41.64900,-82.90100,8.40,1.22,22.53,0-8 meter intergraded,1.92,18.87,0.00760,0.00320,0.00440,25.901,1.205,0.460,0.000,5.980,25.441,0.841,,,,,,,,,,362.80,16.88,6.44,0.00,167.95,356.35,26.05,,,
2013,Stone Lab,2013SL035,8/20/2013,,NBIW,41.75000,-82.88400,9.70,1.90,22.62,0-8 meter intergraded,1.30,13.60,0.00431,0.00154,0.00277,18.944,0.741,0.631,0.000,2.922,18.313,0.554,,,,,,,,,,265.35,10.38,8.84,0.00,82.07,256.51,17.16,,,
2013,Stone Lab,2013SL036,8/20/2013,,BIM,41.67000,-82.83000,9.20,1.21,22.67,0-8 meter intergraded,2.22,21.40,0.00625,0.00175,0.00450,20.182,0.794,0.506,0.008,7.481,19.676,0.819,,,,,,,,,,282.69,11.12,7.09,0.25,210.11,275.60,25.37,,,
2013,Stone Lab,2013SL038,9/6/2013,,KID,41.64333,-82.68848,15.40,1.36,22.88,0-8 meter intergraded,0.65,17.15,0.00700,0.00340,0.00360,11.097,3.176,0.408,0.075,14.221,10.689,1.017,,,,,,,,,,155.44,44.49,5.71,2.32,399.41,149.72,31.50,,,
2013,Stone Lab,2013SL039,9/6/2013,,SOFF,41.53282,-82.49430,13.40,1.94,22.53,0-8 meter intergraded,0.49,10.86,0.00383,0.00067,0.00317,0.009,1.323,0.031,0.000,15.238,0.000,0.716,,,,,,,,,,0.13,18.53,0.43,0.00,427.97,0.00,22.18,,,
2013,Stone Lab,2013SL040,9/6/2013,,SEB,41.47590,-82.76400,2.40,0.40,21.53,0-2 meter intergraded,7.75,105.88,0.03533,0.01600,0.01933,0.000,0.228,0.042,0.991,64.521,0.000,5.216,,,,,,,,,,0.00,3.19,0.59,30.70,1812.14,0.00,161.56,,,
2013,Stone Lab,2013SL041,9/6/2013,,SBM,41.51500,-82.68200,3.70,0.94,22.43,0-2 meter intergraded,1.02,32.26,0.01400,0.00733,0.00667,10.310,0.642,0.300,0.040,7.580,10.011,1.768,,,,,,,,,,144.41,8.99,4.20,1.24,212.89,140.22,54.76,,,
2013,Stone Lab,2013SL042,9/6/2013,,GIW,41.64900,-82.90100,8.30,1.23,22.91,0-8 meter intergraded,2.46,27.33,0.00800,0.00240,0.00560,15.867,0.417,0.545,0.000,10.429,15.322,0.789,,,,,,,,,,222.25,5.84,7.63,0.00,292.91,214.62,24.44,,,
2013,Stone Lab,2013SL043,9/6/2013,,NBIW,41.75000,-82.88400,9.70,1.48,23.00,0-8 meter intergraded,2.76,19.08,0.00680,0.00240,0.00440,13.259,0.408,0.466,0.015,6.967,12.794,0.847,,,,,,,,,,185.72,5.71,6.53,0.46,195.68,179.21,26.23,,,
2013,Stone Lab,2013SL044,9/6/2013,,BIM,41.67000,-82.83000,9.70,1.48,23.01,0-8 meter intergraded,4.08,21.06,0.00829,0.00286,0.00543,12.700,0.568,0.324,0.000,8.351,12.377,1.098,,,,,,,,,,177.89,7.96,4.54,0.00,234.55,173.36,34.01,,,
2013,Stone Lab,2013SL046,9/18/2013,,KID,41.64333,-82.68848,15.20,1.43,20.22,0-8 meter intergraded,0.82,10.20,0.00500,0.00200,0.00300,10.310,3.119,0.264,0.100,2.672,10.047,0.872,,,,,,,,,,144.41,43.69,3.70,3.10,75.05,140.73,27.01,,,
2013,Stone Lab,2013SL047,9/18/2013,,SOFF,41.53282,-82.49430,13.40,1.75,20.39,0-8 meter intergraded,0.29,19.10,0.00360,0.00020,0.00340,0.000,0.193,0.011,0.002,6.343,0.000,0.754,,,,,,,,,,0.00,2.70,0.15,0.06,178.15,0.00,23.35,,,
2013,Stone Lab,2013SL048,9/18/2013,,SEB,41.47590,-82.76400,2.40,0.54,17.84,0-2 meter intergraded,6.77,67.79,0.02400,0.00933,0.01467,0.000,0.471,0.024,0.231,59.055,0.000,3.638,,,,,,,,,,0.00,6.60,0.34,7.15,1658.62,0.00,112.68,,,
2013,Stone Lab,2013SL049,9/18/2013,,SBM,41.51500,-82.68200,4.00,0.83,19.96,0-2 meter intergraded,3.96,31.02,0.01800,0.01000,0.00800,5.049,0.980,0.130,0.069,3.216,4.919,1.714,,,,,,,,,,70.72,13.73,1.82,2.14,90.32,68.90,53.09,,,
2013,Stone Lab,2013SL050,9/18/2013,,GIW,41.64900,-82.90100,8.30,0.82,19.73,0-8 meter intergraded,1.98,25.84,0.01200,0.00560,0.00640,8.603,0.774,0.138,0.000,9.577,8.466,1.449,,,,,,,,,,120.50,10.84,1.93,0.00,268.98,118.58,44.88,,,
2013,Stone Lab,2013SL051,9/18/2013,,NBIW,41.75000,-82.88400,9.70,1.04,20.15,0-8 meter intergraded,1.13,23.27,0.00640,0.00120,0.00520,5.195,0.607,0.192,0.017,5.602,5.002,1.061,,,,,,,,,,72.77,8.50,2.69,0.53,157.34,70.06,32.86,,,
2013,Stone Lab,2013SL052,9/18/2013,,BIM,41.67000,-82.83000,9.10,1.45,20.15,0-8 meter intergraded,0.72,17.35,0.00489,0.00089,0.00400,6.728,0.699,0.208,0.075,7.669,6.520,0.924,,,,,,,,,,94.24,9.79,2.91,2.32,215.39,91.33,28.62,,,
2013,Stone Lab,2013SL054,10/1/2013,,NBIW,41.75000,-82.88400,9.60,1.04,18.89,0-8 meter intergraded,0.32,33.39,0.01040,0.00320,0.00720,0.000,0.340,0.012,0.000,31.607,0.000,0.751,,,,,,,,,,0.00,4.76,0.17,0.00,887.71,0.00,23.26,,,
2013,Stone Lab,2013SL055,10/1/2013,,GIW,41.64900,-82.90100,7.98,0.76,18.86,0-8 meter intergraded,0.75,35.84,0.01409,0.00500,0.00909,0.000,0.146,0.012,0.000,37.440,0.000,1.023,,,,,,,,,,0.00,2.05,0.17,0.00,1051.54,0.00,31.69,,,
2013,Stone Lab,2013SL056,10/1/2013,,BIM,41.67000,-82.83000,8.70,0.86,18.99,0-8 meter intergraded,0.53,28.11,0.01080,0.00360,0.00720,0.000,0.418,0.021,0.000,16.989,0.000,1.391,,,,,,,,,,0.00,5.85,0.29,0.00,477.15,0.00,43.08,,,
2013,Stone Lab,2013SL057,10/2/2013,,KID,41.64333,-82.68848,15.40,1.18,19.34,0-8 meter intergraded,0.39,22.08,0.00633,0.00233,0.00400,1.008,0.913,0.063,0.000,6.017,0.945,0.988,,,,,,,,,,14.12,12.79,0.88,0.00,168.99,13.24,30.60,,,
2013,Stone Lab,2013SL058,10/2/2013,,SOFF,41.53282,-82.49430,13.30,1.98,19.64,0-8 meter intergraded,0.33,9.88,0.00333,0.00133,0.00200,0.768,1.196,0.047,0.045,1.024,0.721,0.754,,,,,,,,,,10.76,16.75,0.66,1.39,28.76,10.10,23.35,,,
2013,Stone Lab,2013SL059,10/2/2013,,SEB,41.47590,-82.76400,2.30,0.43,19.80,0-2 meter intergraded,9.88,44.89,0.02667,0.00933,0.01733,0.000,0.393,0.020,0.201,67.410,0.000,3.378,,,,,,,,,,0.00,5.50,0.28,6.23,1893.28,0.00,104.63,,,
2013,Stone Lab,2013SL060,10/2/2013,,SBM,41.51500,-82.68200,3.90,0.99,19.71,0-2 meter intergraded,2.15,25.44,0.01000,0.00200,0.00800,0.000,0.365,0.016,0.030,10.587,0.000,1.610,,,,,,,,,,0.00,5.11,0.22,0.93,297.35,0.00,49.87,,,
2013,Stone Lab,2013SL061,10/2/2013,,E19,41.56438,-82.68567,8.40,1.13,19.71,0-8 meter intergraded,0.32,25.21,0.00771,0.00114,0.00657,3.466,1.988,0.132,0.147,3.223,3.334,1.663,,,,,,,,,,48.55,27.85,1.85,4.55,90.52,46.70,51.51,,,
2013,Stone Lab,2013SL063,10/15/2013,,KID,41.64333,-82.68848,15.10,1.14,17.76,0-8 meter intergraded,0.16,18.06,0.01233,0.00667,0.00567,0.277,2.183,0.042,0.000,32.569,0.235,0.929,,,,,,,,,,3.88,30.58,0.59,0.00,914.73,3.29,28.77,,,
2013,Stone Lab,2013SL064,10/15/2013,,SOFF,41.53282,-82.49430,13.40,2.22,18.15,0-8 meter intergraded,0.08,20.57,0.00600,0.00280,0.00320,3.182,1.222,0.154,0.064,0.947,3.028,1.021,,,,,,,,,,44.57,17.12,2.16,1.98,26.60,42.41,31.62,,,
2013,Stone Lab,2013SL065,10/15/2013,,SEB,41.47590,-82.76400,2.40,0.52,16.13,0-2 meter intergraded,5.60,69.07,0.03846,0.01538,0.02308,0.000,0.387,0.036,0.420,70.373,0.000,4.709,,,,,,,,,,0.00,5.42,0.50,13.01,1976.50,0.00,145.86,,,
2013,Stone Lab,2013SL066,10/15/2013,,SBM,41.51500,-82.68200,3.70,0.84,17.16,0-2 meter intergraded,3.40,38.54,0.01840,,,0.000,0.269,0.010,0.107,18.193,0.000,2.265,,,,,,,,,,0.00,3.77,0.14,3.31,510.97,0.00,70.16,,,
2013,Stone Lab,2013SL067,10/15/2013,,GIW,41.64900,-82.90100,8.40,1.18,17.58,0-8 meter intergraded,0.29,16.28,0.01067,0.00533,0.00533,1.665,2.770,0.071,0.003,33.468,1.593,0.934,,,,,,,,,,23.32,38.80,0.99,0.09,939.98,22.31,28.93,,,
2013,Stone Lab,2013SL068,10/15/2013,,NBIW,41.75000,-82.88400,9.70,3.51,17.59,0-8 meter intergraded,0.14,4.57,0.00266,0.00089,0.00177,13.625,0.480,0.173,0.000,28.567,13.452,0.440,,,,,,,,,,190.85,6.72,2.42,0.00,802.33,188.42,13.63,,,
2013,Stone Lab,2013SL069,10/15/2013,,BIM,41.67000,-82.83000,8.90,2.46,17.57,0-8 meter intergraded,0.72,6.02,0.00300,0.00100,0.00200,13.777,0.565,0.270,0.000,30.675,13.507,0.323,,,,,,,,,,192.97,7.91,3.78,0.00,861.54,189.19,10.00,,,
2013,Stone Lab,2013SL071,10/29/2013,,KID,41.64333,-82.68848,15.00,1.99,11.80,0-8 meter intergraded,0.15,14.29,0.00500,0.00260,0.00240,0.161,0.887,0.052,0.114,0.000,0.109,0.775,,,,,,,,,,2.26,12.42,0.73,3.53,0.00,1.53,24.00,,,
2013,Stone Lab,2013SL072,10/29/2013,,SOFF,41.53282,-82.49430,13.10,2.40,12.39,0-8 meter intergraded,0.10,19.45,0.00580,0.00260,0.00320,0.000,0.345,0.042,0.069,0.000,0.000,0.786,,,,,,,,,,0.00,4.83,0.59,2.14,0.00,0.00,24.35,,,
2013,Stone Lab,2013SL073,10/29/2013,,NBIW,41.75000,-82.88400,9.70,1.48,10.68,0-8 meter intergraded,0.21,11.28,0.00750,0.00475,0.00275,12.231,0.694,0.124,0.081,20.513,12.107,1.098,,,,,,,,,,171.32,9.72,1.74,2.51,576.13,169.58,34.01,,,
2013,Stone Lab,2013SL074,10/29/2013,,GIW,41.64900,-82.90100,8.40,1.71,10.69,0-8 meter intergraded,0.19,24.01,0.00775,0.00375,0.00400,0.129,0.481,0.051,0.066,0.000,0.078,0.907,,,,,,,,,,1.81,6.74,0.71,2.04,0.00,1.09,28.09,,,
2013,Stone Lab,2013SL075,10/29/2013,,BIM,41.67000,-82.83000,8.90,1.68,10.67,0-8 meter intergraded,0.16,19.75,0.00689,0.00356,0.00333,1.345,1.725,0.093,0.134,0.051,1.252,1.090,,,,,,,,,,18.84,24.16,1.30,4.15,1.43,17.54,33.76,,,
2014,Charter Captains,2014CC001,6/30/2014,,P. Pacholski,41.69767,-83.32533,5.79,2.00,24.44,0-2 meter intergraded,0.02,11.83,0.00960,0.00460,0.00500,51.373,9.474,,0.715,15.030,,2.459,,,,,,,,,,719.57,132.70,,22.13,422.12,,76.17,,,
2014,Charter Captains,2014CC003,6/30/2014,10:30,D. Spangler,41.64828,-83.09827,5.09,,23.44,0-2 meter intergraded,0.02,6.40,0.00300,0.00080,0.00220,39.256,1.905,,0.046,12.272,,0.652,,,,,,,,,,549.86,26.68,,1.42,344.67,,20.20,,,
2014,Charter Captains,2014CC004,6/30/2014,15:20,R. Unger,41.55830,-82.79790,4.27,1.75,21.67,0-2 meter intergraded,0.02,2.16,0.00760,0.00400,0.00360,36.449,9.901,,0.265,32.307,,0.758,,,,,,,,,,510.53,138.68,,8.21,907.37,,23.48,,,
2014,Charter Captains,2014CC005,7/9/2014,,R. Eicknolt,41.67683,-83.01500,8.53,1.50,23.89,0-2 meter intergraded,0.16,4.34,0.00680,0.00360,0.00320,32.043,0.000,0.704,0.000,14.390,31.339,0.604,,,,,,,,,,448.82,0.00,9.86,0.00,404.14,438.96,18.71,,,
2014,Charter Captains,2014CC006,7/9/2014,12:20,R. Unger,41.58527,-82.68293,3.96,2.96,21.11,0-2 meter intergraded,0.07,7.35,0.00320,0.00000,0.00320,23.774,2.671,0.562,,11.197,23.212,0.510,,,,,,,,,,333.00,37.41,7.87,,314.48,325.13,15.80,,,
2014,Charter Captains,2014CC007,7/9/2014,,P. Pacholski,41.67020,-83.25517,3.66,2.00,23.89,0-2 meter intergraded,0.03,6.11,0.00620,0.00300,0.00320,141.692,1.386,2.736,0.092,5.053,138.956,0.961,,,,,,,,,,1984.68,19.41,38.32,2.85,141.92,1946.36,29.77,,,
2014,Charter Captains,2014CC008,7/9/2014,12:45,J. Tucholski,41.66238,-82.97835,5.49,2.23,23.89,0-2 meter intergraded,0.02,8.16,,,,27.920,1.353,0.506,0.052,8.846,27.414,0.528,,,,,,,,,,391.08,18.95,7.09,1.61,248.45,383.99,16.35,,,
2014,Charter Captains,2014CC009,7/9/2014,13:09,D. Lowther,41.58512,-82.95513,6.10,1.90,24.78,0-2 meter intergraded,0.06,3.37,0.00560,0.00200,0.00360,33.039,2.907,0.572,0.172,4.940,32.467,0.740,,,,,,,,,,462.78,40.72,8.01,5.33,138.74,454.77,22.92,,,
2014,Charter Captains,2014CC011,7/14/2014,12:35,P. Pacholski,41.71102,-83.24202,7.01,,24.44,0-2 meter intergraded,0.01,7.93,0.00560,0.00180,0.00380,48.266,0.056,1.090,0.051,5.562,47.176,0.848,,,,,,,,,,676.06,0.78,15.27,1.58,156.21,660.79,26.27,,,
2014,Charter Captains,2014CC012,7/14/2014,10:30,D. Spangler,41.64847,-83.09835,5.24,3.81,24.11,0-2 meter intergraded,0.05,3.69,0.00300,0.00040,0.00260,26.988,0.656,0.481,0.018,5.695,26.507,0.507,,,,,,,,,,378.02,9.19,6.74,0.56,159.95,371.28,15.70,,,
2014,Charter Captains,2014CC013,7/14/2014,13:20,R. Eicknolt,41.72600,-82.92167,10.06,2.97,24.44,0-2 meter intergraded,0.09,10.76,0.00360,0.00020,0.00340,25.991,0.000,0.754,0.013,9.516,25.237,0.411,,,,,,,,,,364.06,0.00,10.56,0.40,267.27,353.49,12.73,,,
2014,Charter Captains,2014CC014,7/14/2014,15:05,R. Unger,41.59210,-82.79837,4.27,2.10,22.78,0-2 meter intergraded,0.08,8.43,0.00540,0.00120,0.00420,29.208,3.680,0.823,0.006,5.082,28.385,0.603,,,,,,,,,,409.12,51.55,11.53,0.19,142.73,397.59,18.68,,,
2014,Charter Captains,2014CC015,7/14/2014,,J. Tucholski,41.70882,-82.90502,9.45,3.57,24.50,0-2 meter intergraded,0.44,9.82,0.00200,,,29.334,3.565,0.792,0.157,5.556,28.542,0.977,,,,,,,,,,410.88,49.93,11.09,4.86,156.05,399.79,30.26,,,
2014,Charter Captains,2014CC016,7/14/2014,14:28,D. Lowther,41.56178,-82.94563,6.19,2.25,26.22,0-2 meter intergraded,0.04,13.56,0.00520,0.00160,0.00360,30.901,1.258,0.690,0.000,0.000,30.211,0.479,,,,,,,,,,432.83,17.62,9.66,0.00,0.00,423.17,14.84,,,
2014,Charter Captains,2014CC018,7/21/2014,12:15,R. Eicknolt,41.65867,-82.93050,9.45,2.80,24.44,0-2 meter intergraded,1.04,6.28,0.00380,0.00180,0.00200,30.985,1.538,0.717,0.002,9.626,30.268,0.404,26.190,57.175,141.521,,,,,,,434.01,21.54,10.04,0.06,270.36,423.96,12.51,366.84,800.84,63.99846407
2014,Charter Captains,2014CC019,7/21/2014,,J. Tucholski,41.60813,-82.87537,7.92,2.56,23.89,0-2 meter intergraded,0.06,1.68,0.00314,0.00171,0.00143,25.382,0.641,0.753,0.000,0.000,24.629,0.439,22.434,47.816,108.920,,,,,,,355.53,8.98,10.55,0.00,0.00,344.98,13.60,314.23,669.76,49.25548347
2014,Charter Captains,2014CC021,7/21/2014,13:30,D. Spangler,41.64792,-83.10000,5.43,3.60,23.78,0-2 meter intergraded,0.09,6.32,0.00960,0.00260,0.00700,20.026,0.300,0.356,1.389,19.139,19.670,5.409,32.464,52.490,9.704,,,,,,,280.50,4.20,4.99,43.02,537.54,275.52,167.54,454.72,735.23,4.388411738
2014,Charter Captains,2014CC022,7/21/2014,10:37,D. Lowther,41.55167,-82.94352,4.97,0.56,24.72,0-2 meter intergraded,0.01,4.46,0.00238,0.00125,0.00113,29.151,1.534,0.395,0.070,5.779,28.756,0.462,24.754,53.905,116.677,,,,,,,408.32,21.49,5.53,2.17,162.31,402.79,14.31,346.72,755.04,52.76326031
2014,Charter Captains,2014CC023,7/21/2014,15:00,R. Unger,41.54830,-82.71743,10.06,0.27,22.78,0-2 meter intergraded,0.27,22.33,0.00360,0.00100,0.00260,15.883,0.000,0.374,0.000,0.678,15.509,0.537,39.597,55.480,103.314,,,,,,,222.47,0.00,5.24,0.00,19.04,217.23,16.63,554.63,777.10,46.72051335
2014,Charter Captains,2014CC024,7/30/2014,14:00,P. Pacholski,41.68132,-83.14053,7.32,1.00,23.06,0-2 meter intergraded,6.05,20.15,0.00800,0.00633,0.00167,17.776,0.000,0.467,0.016,17.031,17.309,1.277,38.721,56.497,44.242,,,,,,,248.99,0.00,6.54,0.50,478.33,242.45,39.55,542.36,791.35,20.00698756
2014,Charter Captains,2014CC025,7/30/2014,,D. Spangler,41.64857,-83.09760,5.24,1.37,,0-2 meter intergraded,11.20,8.42,0.00433,0.00400,0.00033,19.205,0.777,0.303,0.153,16.396,18.902,1.324,29.100,48.305,36.484,,,,,,,269.00,10.88,4.24,4.74,460.50,264.76,41.01,407.60,676.61,16.49881061
2014,Charter Captains,2014CC026,7/30/2014,12:15,D. Lowther,41.74350,-82.87833,9.91,2.00,23.33,0-2 meter intergraded,0.54,6.58,0.00500,,,19.989,0.823,0.401,0.107,14.460,19.588,0.991,27.169,47.158,47.587,,,,,,,279.99,11.53,5.62,3.31,406.12,274.37,30.70,380.56,660.55,21.51950808
2014,Charter Captains,2014CC027,7/30/2014,11:40,R. Eicknolt,41.66933,-83.04833,7.62,1.09,23.33,0-2 meter intergraded,0.05,9.78,0.00633,0.00100,0.00533,13.972,0.529,0.515,0.038,15.700,13.457,0.857,29.635,43.607,50.883,,,,,,,195.71,7.41,7.21,1.18,440.95,188.49,26.54,415.10,610.80,23.01037839
2014,Charter Captains,2014CC028,8/4/2014,13:00,R. Unger,41.55793,-82.79712,4.27,0.18,23.33,0-2 meter intergraded,0.60,12.86,0.00567,0.00233,0.00333,9.899,0.000,0.440,0.000,5.781,9.459,0.870,32.196,42.095,48.385,,,,,,,138.66,0.00,6.16,0.00,162.37,132.49,26.95,450.96,589.62,21.88036729
2014,Charter Captains,2014CC029,8/4/2014,14:00,D. Lowther,41.76033,-82.87283,9.75,0.32,24.83,0-2 meter intergraded,7.36,14.44,0.00567,0.00100,0.00467,13.924,0.316,0.550,0.007,22.410,13.374,0.452,32.980,46.904,103.769,,,,,,,195.03,4.43,7.70,0.22,629.41,187.33,14.00,461.95,656.98,46.9263646
2014,Charter Captains,2014CC031,8/4/2014,10:10,J. Tucholski,41.55470,-82.93578,5.33,0.27,23.00,0-2 meter intergraded,1.77,10.00,0.00467,0.00167,0.00300,12.577,0.672,0.428,0.000,2.987,12.149,0.532,29.418,41.995,78.938,,,,,,,176.17,9.41,5.99,0.00,83.89,170.17,16.48,412.06,588.22,35.69706718
2014,Charter Captains,2014CC032,8/4/2014,12:20,R. Eicknolt,41.75433,-82.89100,9.75,0.12,23.89,0-2 meter intergraded,8.43,9.19,0.00467,0.00033,0.00433,15.959,0.000,0.643,0.018,22.747,15.316,0.371,28.542,44.501,119.949,,,,,,,223.54,0.00,9.01,0.56,638.87,214.53,11.49,399.79,623.33,54.24331866
2014,Charter Captains,2014CC033,8/4/2014,13:00,R. Eicknolt,41.64183,-83.09267,4.57,0.30,25.83,0-2 meter intergraded,4.28,16.86,0.00700,0.00150,0.00550,13.394,0.323,0.398,0.011,11.300,12.996,0.647,33.736,47.130,72.844,,,,,,,187.61,4.52,5.57,0.34,317.37,182.03,20.04,472.54,660.15,32.94131968
2014,Charter Captains,2014CC034,8/4/2014,11:00,D. McGee,41.69898,-83.26058,5.64,0.02,21.94,0-2 meter intergraded,19.24,63.20,0.02200,0.00400,0.01800,44.131,0.000,0.707,0.032,11.956,43.424,1.426,121.991,166.122,116.495,,,,,,,618.14,0.00,9.90,0.99,335.80,608.24,44.17,1708.73,2326.87,52.68117589
2014,Charter Captains,2014CC035,8/11/2014,8:30,D. Spangler,41.64867,-83.09790,5.24,1.98,23.44,0-2 meter intergraded,1.12,8.39,0.00425,0.00025,0.00400,11.128,2.417,0.210,0.381,10.374,10.918,1.384,34.358,38.221,27.616,,,,,,,155.87,33.85,2.94,11.80,291.36,152.93,42.87,481.25,535.36,12.48860099
2014,Charter Captains,2014CC036,8/11/2014,9:31,J. Tucholski,41.55318,-82.92413,5.49,3.02,23.83,0-2 meter intergraded,0.40,7.72,0.00325,0.00050,0.00275,11.538,1.669,0.036,0.106,9.501,11.502,0.726,27.093,38.631,53.211,,,,,,,161.61,23.38,0.50,3.28,266.85,161.11,22.49,379.49,541.10,24.06285557
